Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.04.10 13:11
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-01) ** SINGAPORE - SGP IWEC Data WMO#=486980

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over       744.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,291245.06,2.65,2.72
,Net Site Energy,49723.84,0.45,0.46
,Total Source Energy,922373.10,8.40,8.61
,Net Source Energy,157475.40,1.43,1.47


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,109802.57
,Net Conditioned Building Area,107069.37
,Unconditioned Building Area,2733.20


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,91122.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,27515.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,85767.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,65017.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,20917.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,904.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79637.61
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,291245.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79637.61


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,Interior Equipment,General,85767.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,General,65017.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,General,20917.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,904.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79637.61
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,Water Heater,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,DCtoACInverter Ancillary,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


End Uses By Space Type

,,Space Type,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,Heating,Unassigned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,Unassigned,91122.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,GENERAL,27515.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,Unassigned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,GENERAL,85767.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,Unassigned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,Unassigned,65017.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,Unassigned,20917.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,Unassigned,904.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79637.61
,Humidification,Unassigned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,Unassigned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,Unassigned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,Unassigned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,Unassigned,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Normalized Metrics
Utility Use Per Conditioned Floor Area

,,Electricity Intensity [kBtu/ft2],Natural Gas Intensity [kBtu/ft2],Gasoline Intensity [kBtu/ft2],Diesel Intensity [kBtu/ft2],Coal Intensity [kBtu/ft2],Fuel Oil No 1 Intensity [kBtu/ft2],Fuel Oil No 2 Intensity [kBtu/ft2],Propane Intensity [kBtu/ft2],Other Fuel 1 Intensity [kBtu/ft2],Other Fuel 2 Intensity [kBtu/ft2],District Cooling Intensity [kBtu/ft2],District Heating Water Intensity [kBtu/ft2],District Heating Steam Intensity [kBtu/ft2],Water Intensity [gal/ft2]
,Lighting,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,HVAC,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74
,Other,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74


Utility Use Per Total Floor Area

,,Electricity Intensity [kBtu/ft2],Natural Gas Intensity [kBtu/ft2],Gasoline Intensity [kBtu/ft2],Diesel Intensity [kBtu/ft2],Coal Intensity [kBtu/ft2],Fuel Oil No 1 Intensity [kBtu/ft2],Fuel Oil No 2 Intensity [kBtu/ft2],Propane Intensity [kBtu/ft2],Other Fuel 1 Intensity [kBtu/ft2],Other Fuel 2 Intensity [kBtu/ft2],District Cooling Intensity [kBtu/ft2],District Heating Water Intensity [kBtu/ft2],District Heating Steam Intensity [kBtu/ft2],Water Intensity [gal/ft2]
,Lighting,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,HVAC,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,Other,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,Total,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,


Electric Loads Satisfied

,,Electricity [kBtu],Percent Electricity [%]
,Fuel-Fired Power Generation,0.000,0.00
,High Temperature Geothermal*,0.000,0.00
,Photovoltaic Power,264775.047,90.91
,Wind Power,0.000,0.00
,Power Conversion,-12711.64,-4.4
,Net Decrease in On-Site Storage,-10542.18,-3.6
,Total On-Site Electric Sources,241521.220,82.93
,,,
,Electricity Coming From Utility,108308.920,37.19
,Surplus Electricity Going To Utility,58585.082,20.12
,Net Electricity From Utility,49723.839,17.07
,,,
,Total On-Site and Utility Electric Sources,291245.059,100.00
,Total Electricity End Uses,291245.059,100.00


On-Site Thermal Sources

,,Heat [kBtu],Percent Heat [%]
,Water-Side Heat Recovery,0.00,0.00
,Air to Air Heat Recovery for Cooling,114534.39,99.99
,Air to Air Heat Recovery for Heating,15.63,0.01
,High-Temperature Geothermal*,0.00,0.00
,Solar Water Thermal,0.00,0.00
,Solar Air Thermal,0.00,0.00
,Total On-Site Thermal Sources,114550.03,100.00


Water Source Summary

,,Water [gal],Percent Water [%]
,Rainwater Collection,0.00,0.00
,Condensate Collection,0.00,0.00
,Groundwater Well,0.00,0.00
,Total On Site Water Sources,0.00,0.00
,-,-,-
,Initial Storage,0.00,0.00
,Final Storage,0.00,0.00
,Change in Storage,0.00,0.00
,-,-,-
,Water Supplied by Utility,79637.61,100.00
,-,-,-
,Total On Site, Change in Storage, and Utility Water Sources,79637.61,100.00
,Total Water End Uses,79637.61,100.00


Setpoint Not Met Criteria

,,Degrees [deltaF]
,Tolerance for Zone Heating Setpoint Not Met Time,2.00
,Tolerance for Zone Cooling Setpoint Not Met Time,2.00


Comfort and Setpoint Not Met Summary

,,Facility [Hours]
,Time Setpoint Not Met During Occupied Heating,0.00
,Time Setpoint Not Met During Occupied Cooling,93.00
,Time Not Comfortable Based on Simple ASHRAE 55-2004,368.00


Note 1: An asterisk (*) indicates that the feature is not yet implemented.
----------------------------------------------------------------------------------------------------
REPORT:,Input Verification and Results Summary
FOR:,Entire Facility
General

,,Value
,Program Version and Build,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.04.10 13:11
,RunPeriod,GREEN STUDIO (01-01:31-01)
,Weather File,SINGAPORE - SGP IWEC Data WMO#=486980
,Latitude [deg],1.37
,Longitude [deg],103.98
,Elevation [ft],52.50
,Time Zone,8.00
,North Axis Angle [deg],0.00
,Rotation for Appendix G [deg],0.00
,Hours Simulated [hrs],744.00


ENVELOPE
Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [ft2],119330.91,32585.54,27079.92,32585.54,27079.92
,Above Ground Wall Area [ft2],111231.35,30008.41,25607.27,30008.41,25607.27
,Window Opening Area [ft2],39479.62,11809.46,8959.22,9809.17,8901.76
,Gross Window-Wall Ratio [%],33.08,36.24,33.08,30.10,32.87
,Above Ground Window-Wall Ratio [%],35.49,39.35,34.99,32.69,34.76


Conditioned Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [ft2],119147.92,32568.31,27005.65,32568.31,27005.65
,Above Ground Wall Area [ft2],111048.36,29991.18,25533.00,29991.18,25533.00
,Window Opening Area [ft2],39479.62,11809.46,8959.22,9809.17,8901.76
,Gross Window-Wall Ratio [%],33.13,36.26,33.18,30.12,32.96
,Above Ground Window-Wall Ratio [%],35.55,39.38,35.09,32.71,34.86


Skylight-Roof Ratio

,,Total
,Gross Roof Area [ft2],35750.05
,Skylight Area [ft2],2733.20
,Skylight-Roof Ratio [%],7.65


PERFORMANCE
Zone Summary

,,Area [ft2],Conditioned (Y/N),Part of Total Floor Area (Y/N),Volume [ft3],Multipliers,Above Ground Gross Wall Area [ft2],Underground Gross Wall Area [ft2],Window Glass Area [ft2],Opening Area [ft2],Lighting [Btu/h-ft2],People [ft2 per person],Plug and Process [Btu/h-ft2]
,BASEMENT2:B1XSERVERROOM,3808.67,Yes,Yes,47485.74,1.00,0.00,1595.37,0.00,0.00,0.3803,,0.0000
,BASEMENT2:B1XCORE,2558.00,Yes,Yes,31892.59,1.00,0.00,0.00,0.00,0.00,0.3803,326.21,0.0000
,BASEMENT2:B1XCORRIDOR,6192.52,Yes,Yes,77207.11,1.00,0.00,1636.27,0.00,0.00,0.3803,,0.0000
,BASEMENT2:B1XEQUIPMENTROOM,1300.22,Yes,Yes,16210.89,1.00,0.00,286.35,0.00,0.00,0.3803,,0.0000
,BASEMENT2:B1XGYM,1638.56,Yes,Yes,20429.27,1.00,0.00,1104.48,0.00,0.00,0.5705,65.30,4.7543
,BASEMENT2:B1XSHOP,1853.86,Yes,Yes,23113.57,1.00,0.00,1104.48,0.00,0.00,7.9239,53.82,3.4865
,BASEMENT2:B1XCANTEEN,6069.50,Yes,Yes,75673.32,1.00,0.00,2372.60,0.00,0.00,0.5705,16.07,1.5848
,1FXEXHIBITION:ZONE1,2145.02,Yes,Yes,27447.49,1.00,2540.53,0.00,1129.82,1194.34,1.1410,32.62,2.5356
,1FXRECEPTION:ZONE1,1271.77,Yes,Yes,16273.41,1.00,1980.48,0.00,874.26,921.32,0.7607,106.80,1.9619
,1FXACCEEORYROOM:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,0.00,0.00,0.1902,430.60,0.0000
,1FXHALL:ZONE1,5756.17,Yes,Yes,73655.40,1.00,4349.04,0.00,1975.37,2075.99,0.7607,106.80,1.9619
,1FXLECTUREHALL:ZONE2,2145.02,Yes,Yes,27447.49,1.00,2540.53,0.00,0.00,0.00,1.1410,49.31,0.6339
,1FXLECTUREXRESTROOM:RESTROOM,290.32,Yes,Yes,3714.88,1.00,775.08,0.00,0.00,0.00,0.3803,,0.0000
,1FXLECTUREXRESTROOM:LECTURE,961.31,Yes,Yes,12300.79,1.00,1205.41,0.00,0.00,0.00,1.1410,49.31,0.6339
,1FXACCESSORYROOM:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,0.00,0.00,0.1902,430.60,0.0000
,1FXOFFICE:ZONE1,2513.06,Yes,Yes,32156.80,1.00,3573.97,0.00,1606.74,1698.14,1.9017,53.82,5.0713
,1FXSERVICEROOM:ZONE1,762.00,Yes,Yes,9750.48,1.00,1549.88,0.00,0.00,0.00,0.3803,,0.0000
,2FXLAB:ZONE1,748.80,Yes,Yes,9581.52,1.00,1550.15,0.00,323.56,345.65,1.9017,63.32,5.0713
,2FXLABXRESTROOM:RESTROOM,232.13,Yes,Yes,2970.36,1.00,667.43,0.00,0.00,0.00,0.3803,,0.0000
,2FXLABXRESTROOM:LAB,768.65,Yes,Yes,9835.50,1.00,1097.76,0.00,208.43,222.69,1.9017,63.32,5.0713
,2FXOFFICEXLAB:OFFICE,1144.78,Yes,Yes,14648.44,1.00,1399.44,0.00,626.90,657.00,1.9017,53.82,5.0713
,2FXOFFICEXLAB:AC,190.91,Yes,Yes,2442.85,1.00,430.60,0.00,0.00,0.00,0.3803,,0.0000
,2FXOFFICEXLAB:LAB,513.63,Yes,Yes,6572.38,1.00,624.37,0.00,159.81,171.40,1.9017,63.32,5.0713
,2FXMEETINGROOM:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,751.13,787.21,1.9017,16.07,3.4865
,2FXOFFICEXAC:OFFICE,2346.45,Yes,Yes,30024.88,1.00,2669.71,0.00,1781.13,1854.60,1.9017,53.82,5.0713
,2FXLABXRESTROOM1:RESTROOM,325.23,Yes,Yes,4161.60,1.00,839.67,0.00,0.00,0.00,0.3803,,0.0000
,2FXLABXRESTROOM1:LAB,1076.90,Yes,Yes,13779.96,1.00,1270.00,0.00,299.90,319.21,1.9017,63.32,5.0713
,2FXLAB1:ZONE1,1049.10,Yes,Yes,13424.12,1.00,1894.63,0.00,484.26,518.04,1.9017,63.32,5.0713
,2FXOFFICEXLABQ1:OFFICE,1603.88,Yes,Yes,20523.09,1.00,1571.68,0.00,706.12,740.96,1.9017,53.82,5.0713
,2FXOFFICEXLABQ1:AC,190.91,Yes,Yes,2442.85,1.00,430.60,0.00,0.00,0.00,0.3803,,0.0000
,2FXOFFICEXLABQ1:LAB,800.50,Yes,Yes,10243.07,1.00,796.61,0.00,219.28,235.53,1.9017,63.32,5.0713
,2FXMEETINGROOM1:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,751.13,787.21,1.9017,16.07,3.4865
,3FXLAB:ZONE1,748.80,Yes,Yes,9581.52,1.00,1550.15,0.00,324.07,346.16,1.9017,63.32,5.0713
,3FXLABXRESTROOM:RESTROOM,232.13,Yes,Yes,2970.36,1.00,667.43,0.00,0.00,0.00,0.3803,,0.0000
,3FXLABXRESTROOM:LAB,768.65,Yes,Yes,9835.50,1.00,1097.76,0.00,264.00,282.68,1.9017,63.32,5.0713
,3FXMEETINGROOM:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,751.13,787.21,1.9017,16.07,3.4865
,2FXFFCXC1XDYLGHT:OFFICE,2346.45,Yes,Yes,30024.88,1.00,2669.71,0.00,1781.13,1854.60,1.9017,53.82,5.0713
,3FXOFFICEXLAB1:OFFICE,983.72,Yes,Yes,12587.60,1.00,1270.27,0.00,570.64,594.02,1.9017,53.82,5.0713
,3FXOFFICEXLAB1:LAB,513.63,Yes,Yes,6572.38,1.00,624.37,0.00,159.15,171.98,1.9017,63.32,5.0713
,3FXOFFICEXLAB1:AC,190.91,Yes,Yes,2442.85,1.00,430.60,0.00,0.00,0.00,0.3803,,0.0000
,3FXOFFICEXLAB:OFFICE,1871.38,Yes,Yes,23945.97,1.00,1657.80,0.00,749.50,782.95,1.9017,53.82,5.0713
,3FXOFFICEXLAB:RESTROOM,190.91,Yes,Yes,2442.85,1.00,430.60,0.00,0.00,0.00,0.3803,,0.0000
,3FXOFFICEXLAB:LAB,1159.08,Yes,Yes,14831.43,1.00,1011.91,0.00,297.57,316.91,1.9017,63.32,5.0713
,3FXLABXRESTROOM1:RESTROOM,441.60,Yes,Yes,5650.64,1.00,1054.97,0.00,0.00,0.00,0.3803,,0.0000
,3FXLABXRESTROOM1:LAB,1462.23,Yes,Yes,18710.53,1.00,1485.29,0.00,372.95,396.55,1.9017,63.32,5.0713
,3FXLAB1:ZONE1,1424.47,Yes,Yes,18227.37,1.00,2325.23,0.00,563.71,602.03,1.9017,63.32,5.0713
,3FXMEETINGROOM1:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,751.13,787.21,1.9017,16.07,3.4865
,4FXLAB:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,389.46,416.60,1.9017,63.32,5.0713
,4FXLABXRESTROOM:RESTROOM,290.32,Yes,Yes,3714.88,1.00,775.08,0.00,0.00,0.00,0.3803,,0.0000
,4FXLABXRESTROOM:LAB,961.31,Yes,Yes,12300.79,1.00,1205.41,0.00,246.18,262.58,1.9017,63.32,5.0713
,4FXMEETINGROOM:ZONE1,786.33,Yes,Yes,10061.85,1.00,1593.21,0.00,669.40,703.25,1.9017,16.07,3.4865
,4FXOFFICEXLAB:OFFICE,2156.83,Yes,Yes,27598.62,1.00,1808.51,0.00,815.98,856.42,1.9017,53.82,5.0713
,4FXOFFICEXLAB:AC,190.91,Yes,Yes,2442.85,1.00,430.60,0.00,0.00,0.00,0.3803,,0.0000
,4FXOFFICEXLAB:LAB,979.79,Yes,Yes,12537.25,1.00,904.26,0.00,261.92,279.13,1.9017,63.32,5.0713
,4FXOFFICEXLAB1:OFFICE,2130.93,Yes,Yes,27267.20,1.00,1786.98,0.00,805.76,845.92,1.9017,53.82,5.0713
,4FXOFFICEXLAB1:AC,190.91,Yes,Yes,2442.85,1.00,430.60,0.00,0.00,0.00,0.3803,,0.0000
,4FXOFFICEXLAB1:LAB,1015.64,Yes,Yes,12996.09,1.00,925.79,0.00,264.84,282.46,1.9017,63.32,5.0713
,4FXLABXRESTROOMQ1:LAB,1076.90,Yes,Yes,13779.96,1.00,1270.00,0.00,268.93,286.62,1.9017,63.32,5.0713
,4FXLABXRESTROOMQ1:RESTROOM,325.23,Yes,Yes,4161.60,1.00,839.67,0.00,0.00,0.00,0.3803,,0.0000
,4FXLAB1:ZONE1,1371.21,Yes,Yes,17545.80,1.00,2152.99,0.00,491.91,526.09,1.9017,63.32,5.0713
,4FXMEETINGROOM1:ZONE1,786.33,Yes,Yes,10061.85,1.00,1593.21,0.00,669.40,703.25,1.9017,16.07,3.4865
,4FXFFCXCXDYLGHTNG:OFFICE,2480.73,Yes,Yes,31743.15,1.00,2755.83,0.00,1644.19,1714.28,1.9017,53.82,5.0713
,4FXOFFICEXAC1:OFFICE,2480.73,Yes,Yes,31743.15,1.00,2755.83,0.00,1644.19,1714.28,1.9017,53.82,5.0713
,5FXOFFICEXAC:OFFICE,2346.45,Yes,Yes,30024.88,1.00,2669.71,0.00,1515.53,1582.14,1.9017,53.82,5.0713
,5FXFFCXC1XDYLGHTNG:OFFICE,2346.45,Yes,Yes,30024.88,1.00,2669.71,0.00,1490.04,1555.96,1.9017,53.82,5.0713
,5FXOFFICEXLAB:OFFICE,1431.72,Yes,Yes,18320.10,1.00,1507.09,0.00,675.47,709.48,1.9017,53.82,5.0713
,5FXOFFICEXLAB:AC,190.77,Yes,Yes,2441.11,1.00,430.43,0.00,0.00,0.00,0.3803,,0.0000
,5FXOFFICEXLAB:LAB,693.06,Yes,Yes,8868.30,1.00,732.19,0.00,198.40,212.16,1.9017,63.32,5.0713
,5FXOFFICEXLABQ1:OFFICE,1431.72,Yes,Yes,18320.10,1.00,1507.09,0.00,675.47,709.48,1.9017,53.82,5.0713
,5FXOFFICEXLABQ1:AC,190.91,Yes,Yes,2442.85,1.00,430.60,0.00,0.00,0.00,0.3803,,0.0000
,5FXOFFICEXLABQ1:LAB,692.92,Yes,Yes,8866.56,1.00,732.02,0.00,198.63,212.38,1.9017,63.32,5.0713
,5FXLABXRESTROOM:RESTROOM,290.32,Yes,Yes,3714.88,1.00,775.08,0.00,0.00,0.00,0.3803,,0.0000
,5FXLABXRESTROOM:LAB,961.31,Yes,Yes,12300.79,1.00,1205.41,0.00,245.82,262.22,1.9017,63.32,5.0713
,5FXLAB:ZONE1,1502.80,Yes,Yes,19229.62,1.00,2239.11,0.00,510.25,545.42,1.9017,63.32,5.0713
,5FXMEETINGROOM:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,751.13,787.21,1.9017,16.07,3.4865
,5FXMEETINGROOM1:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,751.13,787.21,1.9017,16.07,3.4865
,5FXLAB1:ZONE1,936.48,Yes,Yes,11983.15,1.00,1765.45,0.00,388.72,415.85,1.9017,63.32,5.0713
,5FXLABXRESTROOM1:LAB,961.31,Yes,Yes,12300.79,1.00,1205.41,0.00,246.50,262.90,1.9017,63.32,5.0713
,5FXLABXRESTROOM1:RESTROOM,290.32,Yes,Yes,3714.88,1.00,775.08,0.00,0.00,0.00,0.3803,,0.0000
,3FXFFCXCXDYLGHTNG:OFFICE,2279.31,Yes,Yes,29165.75,1.00,2626.65,0.00,1627.67,1697.38,1.9017,53.82,5.0713
,3FXOFFICEXAC1:OFFICE,2279.31,Yes,Yes,29165.75,1.00,2626.65,0.00,1627.67,1697.38,1.9017,53.82,5.0713
,BLOCK3:ZONE1,2733.20,No,Yes,0.35,1.00,182.99,0.00,0.00,0.00,1.5214,96.98,3.7306
,Total,109802.57,,,1362364.69,,111231.35,8099.56,37557.44,39479.62,1.5005,51.80,3.3780
,Conditioned Total,107069.37,,,1362364.33,,111048.36,8099.56,37557.44,39479.62,1.4999,51.19,3.3690
,Unconditioned Total,2733.20,,,0.35,,182.99,0.00,0.00,0.00,1.5214,96.98,3.7306
,Not Part of Total,0.00,,,0.00,,0.00,0.00,0.00,0.00,,,


Space Summary

,,Area [ft2],Conditioned (Y/N),Part of Total Floor Area (Y/N),Multipliers,Zone Name,Space Type,Radiant/Solar Enclosure Name,Lighting [Btu/h-ft2],People [ft2 per person],Plug and Process [Btu/h-ft2],Tags
,BASEMENT2:B1XSERVERROOM,3808.67,Yes,Yes,1.00,BASEMENT2:B1XSERVERROOM,GENERAL,BASEMENT2:B1XSERVERROOM,0.3803,0.00,0.0000,
,BASEMENT2:B1XCORE,2558.00,Yes,Yes,1.00,BASEMENT2:B1XCORE,GENERAL,BASEMENT2:B1XCORE,0.3803,326.21,0.0000,
,BASEMENT2:B1XCORRIDOR,6192.52,Yes,Yes,1.00,BASEMENT2:B1XCORRIDOR,GENERAL,BASEMENT2:B1XCORRIDOR,0.3803,0.00,0.0000,
,BASEMENT2:B1XEQUIPMENTROOM,1300.22,Yes,Yes,1.00,BASEMENT2:B1XEQUIPMENTROOM,GENERAL,BASEMENT2:B1XEQUIPMENTROOM,0.3803,0.00,0.0000,
,BASEMENT2:B1XGYM,1638.56,Yes,Yes,1.00,BASEMENT2:B1XGYM,GENERAL,BASEMENT2:B1XGYM,0.5705,65.30,4.7543,
,BASEMENT2:B1XSHOP,1853.86,Yes,Yes,1.00,BASEMENT2:B1XSHOP,GENERAL,BASEMENT2:B1XSHOP,7.9239,53.82,3.4865,
,BASEMENT2:B1XCANTEEN,6069.50,Yes,Yes,1.00,BASEMENT2:B1XCANTEEN,GENERAL,BASEMENT2:B1XCANTEEN,0.5705,16.07,1.5848,
,1FXEXHIBITION:ZONE1,2145.02,Yes,Yes,1.00,1FXEXHIBITION:ZONE1,GENERAL,1FXEXHIBITION:ZONE1,1.1410,32.62,2.5356,
,1FXRECEPTION:ZONE1,1271.77,Yes,Yes,1.00,1FXRECEPTION:ZONE1,GENERAL,1FXRECEPTION:ZONE1,0.7607,106.80,1.9619,
